reward,difficulty,duration,offer_id_t,web,email,mobile,social,bogo,discount,informational,mem_id_t,time,gender,age,income,membership_year,membership_month,membership_day,offer completed,offer received,offer viewed,transaction
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,7da4476ec7234c0fa8f05d2336669212,168,F,57.0,83000.0,2016,4,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,ee8eccee44354ee38eea7b4704514136,336,F,35.0,72000.0,2018,1,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,80712efd45a84787b08074798ac40429,576,M,19.0,32000.0,2018,6,Sunday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,80712efd45a84787b08074798ac40429,168,M,19.0,32000.0,2018,6,Sunday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,efeaf350ca114cf685a0e15c482b74fa,408,F,60.0,74000.0,2016,9,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,580282318a424572b41b1ad3516eb976,504,M,48.0,57000.0,2016,11,Wednesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,7e527b19f70b4aeeb1e99ed78aca1598,168,M,71.0,95000.0,2016,4,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,7e527b19f70b4aeeb1e99ed78aca1598,408,M,71.0,95000.0,2016,4,Wednesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,3cabd0099961416b9810043e7eb0f743,336,M,43.0,52000.0,2015,12,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,3cabd0099961416b9810043e7eb0f743,168,M,43.0,52000.0,2015,12,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,2ad9a1463cca40ed994e2a0dde0ffb08,336,M,38.0,61000.0,2017,12,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,9c723149d24b4e4792182c8f7c0da6c3,168,M,30.0,43000.0,2017,4,Sunday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,d7c7866cc48b4ec38714c2979d31c979,408,F,39.0,78000.0,2016,1,Tuesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,d7c7866cc48b4ec38714c2979d31c979,336,F,39.0,78000.0,2016,1,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,379c3d188896452bb3ce05c91801e191,576,M,68.0,87000.0,2013,12,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,3b163517605a48a6a80dcf59cbad3b6f,168,F,65.0,71000.0,2018,6,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,017febbe52e64ac19cf28cf0d44386e4,336,M,61.0,100000.0,2015,8,Saturday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,363c76c8cc6e4554ba17d25349e03db8,168,M,69.0,36000.0,2015,3,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,afce4cf8194f4e90a3e92da941a23601,336,M,31.0,55000.0,2016,9,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,0b86e2ad1f2140db8dc4db1b71e1e73a,336,M,56.0,69000.0,2016,6,Tuesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,7f26bb62f8f346f2804f1394b92f85c8,408,M,65.0,50000.0,2016,6,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,8c53deaf7e8f4e8b88a8fc09dd9221f4,504,F,51.0,75000.0,2016,12,Thursday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,4306f7eff9f14072833008e7b63ac535,504,M,42.0,63000.0,2017,6,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,eb54db3fc001441298a525285b8f6447,408,F,47.0,53000.0,2017,10,Tuesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,c8c44530553d43e4aae1edf97153cf38,504,M,92.0,113000.0,2018,6,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,dbc3af1a46704027ad2da026c47a85ac,408,M,41.0,61000.0,2017,5,Wednesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,f5112242df984403bfb4176d4487aef3,168,F,96.0,72000.0,2017,11,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,3d48ea8b03644af2aeddd6804491f144,168,F,22.0,36000.0,2018,1,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,20570cb0c03947699a75887bb6a65145,168,F,33.0,56000.0,2017,9,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,de8ea15f5f0545b6b45df1a7ae2dca11,576,M,46.0,32000.0,2017,10,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,b463e46aa28748849542d6f24d775240,408,F,69.0,74000.0,2016,11,Tuesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,9231358f6bcb4e2cbc83658d4153f932,336,M,51.0,61000.0,2015,3,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,cd548ef6e88b4b78844ead60c8c628c5,168,F,64.0,86000.0,2016,3,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,b5b272ac33774022bccf6dd9d28f0425,504,M,64.0,56000.0,2017,12,Thursday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,ce2a843de1684511a4276942c4ccead8,168,F,19.0,61000.0,2016,10,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,88a5c73f15144c5fae93006b818adb79,336,M,34.0,39000.0,2018,4,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,2bd1b8cdd34f4e6d99c1d243cb7b1707,576,M,91.0,58000.0,2014,4,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,da2cee9684f84f1aa336ddd723a5568a,336,M,64.0,36000.0,2017,12,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,501b5637836047bfba730b7cb27d3f70,576,F,64.0,76000.0,2017,12,Sunday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,501b5637836047bfba730b7cb27d3f70,168,F,64.0,76000.0,2017,12,Sunday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,c32b39e1886d4ec2a895d9a531496f25,576,F,60.0,101000.0,2017,12,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,1d755c218f714559a57ee7df7e6b1ca0,168,M,20.0,62000.0,2016,1,Sunday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,a9a8d1a0bb854a648a4975e951d8d36c,408,F,43.0,75000.0,2016,9,Thursday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,21f58f38b6ac4f67acd2959072adaa7c,576,M,30.0,35000.0,2017,2,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,bd7c74c5166e4a469ad169da1e0f3d8d,576,F,63.0,72000.0,2017,9,Wednesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,9a0e465c898540a9b6221a6ddca88f60,504,F,52.0,58000.0,2014,8,Thursday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,9a0e465c898540a9b6221a6ddca88f60,168,F,52.0,58000.0,2014,8,Thursday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,a4dbdeea34474565ae624261b34c1c43,408,F,74.0,42000.0,2017,12,Sunday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,ec71b22a0ce543188eefad9b16e85e57,408,M,75.0,80000.0,2016,1,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,e690a6ff8e78481ca126e1e8e1eb4212,408,O,35.0,31000.0,2017,8,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,6f1d2b5cc01446d19f17a5b6bd4ee41b,504,F,78.0,79000.0,2015,12,Saturday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,6f1d2b5cc01446d19f17a5b6bd4ee41b,408,F,78.0,79000.0,2015,12,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,de1c1ebe872a4274bcc9e752ac6bcc42,336,M,70.0,76000.0,2017,7,Saturday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,de1c1ebe872a4274bcc9e752ac6bcc42,408,M,70.0,76000.0,2017,7,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,9b5f31aa2dde4dd49d92d6fd2c0cd44f,168,M,66.0,68000.0,2017,10,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,43daf8fb68d147d38cb1eb669d7916c5,504,F,59.0,71000.0,2016,5,Sunday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,ff04e5e6410b4487bb1fc07bd10ef56e,336,F,75.0,56000.0,2018,6,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,af170e94ddd44e18ac17d7ebb6e09617,504,M,30.0,46000.0,2017,9,Thursday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,a4ef66feebf34cbd961d2f557a13b4ec,168,M,68.0,67000.0,2018,2,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,f3acf14291c040a5b6d93bdd426898c6,336,F,52.0,68000.0,2016,4,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,dc6884f3dadd406ca88fe3195c68745d,168,F,70.0,33000.0,2018,6,Wednesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,c393bb513ee144f69e6db705c78e6b60,576,F,27.0,70000.0,2014,2,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,5265f933778d4350b21b2199f432521d,576,F,61.0,83000.0,2016,5,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,b89526113c2a4313a6d0ec0522a77e7b,336,M,36.0,41000.0,2017,9,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,b54471245e86418da92bdab04191e40c,168,F,56.0,75000.0,2016,6,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,b54471245e86418da92bdab04191e40c,576,F,56.0,75000.0,2016,6,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,086dc8a56e3d467d81bf7e47efca0404,336,M,51.0,81000.0,2017,7,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,fa7519955dc94052ab6fbee88775d412,336,O,49.0,64000.0,2015,4,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,b186b8e7d7434f4dacf6dc4ddb25a09d,408,F,57.0,85000.0,2017,12,Thursday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,1e949fc1f3fe4c49af2bbe36e1b8cdf4,336,F,75.0,112000.0,2016,3,Saturday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,1e949fc1f3fe4c49af2bbe36e1b8cdf4,168,F,75.0,112000.0,2016,3,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,0ab26a89e3494acd922ea9fd0ff938e5,336,F,45.0,52000.0,2017,2,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,79790a9f1dba499e93964e8eeb52fe67,168,F,53.0,82000.0,2015,8,Tuesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,c0ea5dc54b104770b6705ced86f3c1ae,336,F,57.0,52000.0,2016,7,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,3e83066be8ad466c9e8a8ca4476e9a52,336,F,68.0,114000.0,2016,12,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,f89a821a9dd240fbbf05c17f24452ae8,408,M,87.0,48000.0,2015,11,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,f89a821a9dd240fbbf05c17f24452ae8,168,M,87.0,48000.0,2015,11,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,1815f561a304441886c75af2aedbf6f9,336,F,25.0,34000.0,2014,1,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,90dfc96997d44f93a88979acfe71d64c,168,F,45.0,78000.0,2017,8,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,cce4f9124fcf46d1be09608a83ec1536,576,F,52.0,77000.0,2017,11,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,cce4f9124fcf46d1be09608a83ec1536,336,F,52.0,77000.0,2017,11,Wednesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,7a5b9a18071a4e6fb821d59689b6fa56,576,M,29.0,54000.0,2017,10,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,15a66e8f26b84db694ca65e8b9935ddb,168,F,21.0,50000.0,2017,10,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,15a66e8f26b84db694ca65e8b9935ddb,336,F,21.0,50000.0,2017,10,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,bb94b4af9efd4d278abbabba188a8a54,336,F,18.0,40000.0,2017,8,Tuesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,2f634444cfdf456bb1f4061964d74189,408,M,36.0,34000.0,2018,3,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,023fd15e56184ec19e23ed5a31c87543,576,M,21.0,53000.0,2017,10,Sunday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,cd26c24371e7403ababb09120b0654b1,504,F,56.0,79000.0,2016,2,Sunday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,6a3176bdc38a41b39b7c186f6b2457a9,168,M,79.0,72000.0,2016,5,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,746e444adffa448587530c0d57729c1b,336,F,61.0,106000.0,2016,1,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,6b247ba48509456eb57b24f878f313ea,504,F,28.0,68000.0,2017,5,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,2b8b6feda8da4f069a1b4e07a9004b7e,576,M,47.0,96000.0,2017,8,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,2b8b6feda8da4f069a1b4e07a9004b7e,336,M,47.0,96000.0,2017,8,Wednesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,7b3013395130445e86119ed2ced29284,576,F,70.0,58000.0,2017,3,Wednesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,526338768a7c454788df15d68766a35f,504,F,56.0,111000.0,2017,9,Thursday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,526338768a7c454788df15d68766a35f,168,F,56.0,111000.0,2017,9,Thursday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,25ea68fd0d5541c4a4b24b16d02e88df,504,M,42.0,34000.0,2018,4,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,1b47b94d748f4d389575d84e80a611e3,336,F,59.0,76000.0,2016,5,Tuesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,380fba077d8d4289a787f3c9e0f01d33,504,F,54.0,53000.0,2015,10,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,752ee2a844b24237b8742d27aa2db775,504,M,33.0,53000.0,2016,8,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,46bff6d3b8fb462880a0d476c3945c33,576,F,68.0,48000.0,2017,11,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,5115fdb314fe41619fda3e5d8060a8b5,168,F,62.0,88000.0,2017,8,Wednesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,183f6a92dc794fdab0070c3f6c64f8bb,336,M,18.0,73000.0,2017,10,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,183f6a92dc794fdab0070c3f6c64f8bb,408,M,18.0,73000.0,2017,10,Friday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,eba8d696316d42be9837b38f908db3ac,336,F,34.0,49000.0,2017,11,Tuesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,8957e167deef47f1aa157fb7a9891379,504,F,72.0,71000.0,2016,2,Sunday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,d240308de0ee4cf8bb6072816268582b,408,F,43.0,94000.0,2017,6,Friday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,a69eec5e79dd401dbbfbb9f29f2cb73c,336,F,29.0,51000.0,2016,11,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,72b5a6743ee84f01a40fd6f1a378c560,504,F,32.0,68000.0,2017,3,Sunday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,015fb0b3fbaa4aceb910fbdf272f7547,168,M,46.0,35000.0,2018,7,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,d682f4b1e4524836aa66ba7d5e6629b7,336,F,70.0,58000.0,2015,9,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,2975799195d449efaa81e495cdabd1ed,576,F,44.0,87000.0,2018,6,Saturday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,40fd005893554e0085a00baa8649d841,336,F,81.0,107000.0,2016,10,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,1b414e7bd29e48e28eeb12d681a0cad4,168,F,76.0,98000.0,2015,12,Thursday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,b3f7699653c64271b2c5d09c928a0af5,336,M,93.0,41000.0,2018,1,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,067ee299952e49328b06da73e2ba1965,408,M,71.0,43000.0,2017,8,Sunday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,593d57f1035840a6902722ac7c123e9c,408,M,21.0,44000.0,2015,11,Sunday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,9468b65cdffb44f88b038f53de5595ce,168,F,32.0,37000.0,2018,3,Tuesday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,f87c32879b224b6b909fb6014affaedf,336,F,50.0,97000.0,2017,7,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,b330ad2e97ca455badff7121614b225d,408,M,63.0,119000.0,2015,11,Wednesday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,bcd2bd48a6dc4e2d982cf1d466d88dc8,336,F,62.0,44000.0,2014,2,Monday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,fec5f4a42585413e9084ae809c4b6022,408,F,64.0,66000.0,2016,4,Sunday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,aaf27a405d4c4632b28f29ca0279c54a,168,M,51.0,75000.0,2017,10,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,f80eb9caef944ca899f2bef52b6c2f5e,504,F,28.0,58000.0,2017,11,Saturday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,b79e77ff80f443ff8aa51232799fd49b,504,M,60.0,55000.0,2017,5,Saturday,0,1,0,Not Completed
0,0,3,5a8bc65990b245e5a138643cd4eb9837,0,1,1,1,0,0,1,e300729d05c544cfad882e049e867a70,408,F,41.0,60000.0,2017,10,Monday,0,1,0,Not Completed
0,0,4,3f207df678b143eea3cee63160fa8bed,1,1,1,0,0,0,1,ec09bad002ba40f1b327714e29cd50fd,168,M,56.0,31000.0,2013,8,Sunday,0,1,0,Not Completed
