reward,difficulty,duration,offer_id_t,web,email,mobile,social,bogo,discount,informational,mem_id_t,time,gender,age,income,membership_year,membership_month,membership_day,offer completed,offer received,offer viewed,transaction
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,f8aedd0cbea0419c806842b4265b82e5,504,F,72.0,72000.0,2016,8,Thursday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,a1eb338ccbca4cc88c9366939f16d819,168,M,47.0,66000.0,2013,12,Monday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,127cd9d95e6247e5b92bff64d6205a94,336,M,46.0,60000.0,2014,12,Sunday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,348bdc19d65f49b8b98f72c59e64cd89,504,F,50.0,69000.0,2017,11,Wednesday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,348bdc19d65f49b8b98f72c59e64cd89,336,F,50.0,69000.0,2017,11,Wednesday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,b7658a8eab2f42668a9d66499b001e88,408,F,57.0,81000.0,2016,5,Sunday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,b7658a8eab2f42668a9d66499b001e88,336,F,57.0,81000.0,2016,5,Sunday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,f970eafddcb34154aa4d646b4a71ca34,504,F,66.0,87000.0,2015,10,Thursday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,f970eafddcb34154aa4d646b4a71ca34,576,F,66.0,87000.0,2015,10,Thursday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,4bbcb71a7f75455e9957413cf743fef7,168,M,20.0,70000.0,2016,3,Tuesday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,7a7aece75d5347bd869fbcf707aea6b1,504,F,42.0,71000.0,2017,10,Tuesday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,7a7aece75d5347bd869fbcf707aea6b1,336,F,42.0,71000.0,2017,10,Tuesday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,ee8eccee44354ee38eea7b4704514136,504,F,35.0,72000.0,2018,1,Tuesday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,ee8eccee44354ee38eea7b4704514136,408,F,35.0,72000.0,2018,1,Tuesday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,991092556dfe4af39a5e446fd2746ac0,576,M,42.0,48000.0,2017,9,Saturday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,39069e7cd52e474d8c97d8162609bca1,504,M,71.0,51000.0,2017,12,Monday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,f8c45b7197e2414dac38c6f36f4d492f,408,M,59.0,88000.0,2017,8,Friday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,42e511d82add46d4b0038ab71015f1b5,576,M,28.0,73000.0,2016,11,Friday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,42e511d82add46d4b0038ab71015f1b5,336,M,28.0,73000.0,2016,11,Friday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,42e511d82add46d4b0038ab71015f1b5,168,M,28.0,73000.0,2016,11,Friday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,d0168acdc0674ecab25e5c18271160d1,336,F,84.0,57000.0,2018,5,Wednesday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,d0168acdc0674ecab25e5c18271160d1,168,F,84.0,57000.0,2018,5,Wednesday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,75da3f6ef64b4bdebc1045dfa2bbb546,504,M,25.0,53000.0,2018,2,Thursday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,3115295d227b45ba918d691687350672,504,F,79.0,85000.0,2018,1,Wednesday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,3115295d227b45ba918d691687350672,168,F,79.0,85000.0,2018,1,Wednesday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,80712efd45a84787b08074798ac40429,336,M,19.0,32000.0,2018,6,Sunday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,80712efd45a84787b08074798ac40429,504,M,19.0,32000.0,2018,6,Sunday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,efeaf350ca114cf685a0e15c482b74fa,504,F,60.0,74000.0,2016,9,Tuesday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,580282318a424572b41b1ad3516eb976,408,M,48.0,57000.0,2016,11,Wednesday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,5eb5877aa40744bdb8b147b60295dd61,576,F,39.0,85000.0,2016,9,Monday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,5eb5877aa40744bdb8b147b60295dd61,168,F,39.0,85000.0,2016,9,Monday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,3218f620e3c84a109891170e8d71f8fb,408,F,37.0,47000.0,2018,7,Monday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,3218f620e3c84a109891170e8d71f8fb,336,F,37.0,47000.0,2018,7,Monday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,3218f620e3c84a109891170e8d71f8fb,168,F,37.0,47000.0,2018,7,Monday,0,1,0,Not Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,5063e15e15b849e9a05c49ab68e9f2d9,504,M,55.0,76000.0,2017,7,Monday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,5063e15e15b849e9a05c49ab68e9f2d9,336,M,55.0,76000.0,2017,7,Monday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,5063e15e15b849e9a05c49ab68e9f2d9,576,M,55.0,76000.0,2017,7,Monday,0,1,0,Not Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,7e527b19f70b4aeeb1e99ed78aca1598,336,M,71.0,95000.0,2016,4,Wednesday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,8250821311ad4d33becbc761e76b12f7,504,M,59.0,36000.0,2014,8,Thursday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,3cabd0099961416b9810043e7eb0f743,408,M,43.0,52000.0,2015,12,Friday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,3cabd0099961416b9810043e7eb0f743,504,M,43.0,52000.0,2015,12,Friday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,46c1046acb4b4f29840ba3d55ba5682d,576,M,61.0,53000.0,2017,2,Sunday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,46c1046acb4b4f29840ba3d55ba5682d,408,M,61.0,53000.0,2017,2,Sunday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,0caa5fbb22264d78a9608ce3761761e7,408,F,71.0,74000.0,2015,9,Friday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,0caa5fbb22264d78a9608ce3761761e7,336,F,71.0,74000.0,2015,9,Friday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,6dae9375dafb4329b4d69ebbd04fdca7,504,F,52.0,114000.0,2017,8,Tuesday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,6dae9375dafb4329b4d69ebbd04fdca7,408,F,52.0,114000.0,2017,8,Tuesday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,2ad9a1463cca40ed994e2a0dde0ffb08,576,M,38.0,61000.0,2017,12,Friday,0,1,0,Not Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,9c723149d24b4e4792182c8f7c0da6c3,336,M,30.0,43000.0,2017,4,Sunday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,d7c7866cc48b4ec38714c2979d31c979,504,F,39.0,78000.0,2016,1,Tuesday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,d7c7866cc48b4ec38714c2979d31c979,168,F,39.0,78000.0,2016,1,Tuesday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,a2acc24642b34dbca491bb3c5ba2b2ec,336,M,43.0,34000.0,2016,4,Saturday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,a2acc24642b34dbca491bb3c5ba2b2ec,576,M,43.0,34000.0,2016,4,Saturday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,379c3d188896452bb3ce05c91801e191,168,M,68.0,87000.0,2013,12,Tuesday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,379c3d188896452bb3ce05c91801e191,336,M,68.0,87000.0,2013,12,Tuesday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,3b163517605a48a6a80dcf59cbad3b6f,576,F,65.0,71000.0,2018,6,Monday,0,1,0,Not Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,eee45ae2599740b19aa6d70aeabcb6c0,408,M,82.0,78000.0,2015,10,Wednesday,0,1,0,Not Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,eee45ae2599740b19aa6d70aeabcb6c0,168,M,82.0,78000.0,2015,10,Wednesday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,1cfcd68cdb744c0eaae1b4147bcd425c,168,F,74.0,72000.0,2018,7,Wednesday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,1cfcd68cdb744c0eaae1b4147bcd425c,576,F,74.0,72000.0,2018,7,Wednesday,0,1,0,Not Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,1cfcd68cdb744c0eaae1b4147bcd425c,408,F,74.0,72000.0,2018,7,Wednesday,0,1,0,Not Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,b8c17e6e004746a4800eeac73461b1dd,336,M,63.0,96000.0,2017,8,Friday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,017febbe52e64ac19cf28cf0d44386e4,408,M,61.0,100000.0,2015,8,Saturday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,017febbe52e64ac19cf28cf0d44386e4,576,M,61.0,100000.0,2015,8,Saturday,0,1,0,Not Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,363c76c8cc6e4554ba17d25349e03db8,504,M,69.0,36000.0,2015,3,Tuesday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,7f26bb62f8f346f2804f1394b92f85c8,336,M,65.0,50000.0,2016,6,Saturday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,8c53deaf7e8f4e8b88a8fc09dd9221f4,408,F,51.0,75000.0,2016,12,Thursday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,c8c44530553d43e4aae1edf97153cf38,336,M,92.0,113000.0,2018,6,Friday,0,1,0,Not Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,c8c44530553d43e4aae1edf97153cf38,576,M,92.0,113000.0,2018,6,Friday,0,1,0,Not Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,dbc3af1a46704027ad2da026c47a85ac,504,M,41.0,61000.0,2017,5,Wednesday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,78d3cf9592744e0591fc6d003d20e58d,336,F,65.0,79000.0,2014,6,Monday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,78d3cf9592744e0591fc6d003d20e58d,408,F,65.0,79000.0,2014,6,Monday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,f5112242df984403bfb4176d4487aef3,504,F,96.0,72000.0,2017,11,Tuesday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,f5112242df984403bfb4176d4487aef3,408,F,96.0,72000.0,2017,11,Tuesday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,f5112242df984403bfb4176d4487aef3,336,F,96.0,72000.0,2017,11,Tuesday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,2ddc7d63c32d4606a7a45e3e70439b44,168,O,74.0,61000.0,2015,9,Thursday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,2ddc7d63c32d4606a7a45e3e70439b44,336,O,74.0,61000.0,2015,9,Thursday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,ebe822d6c590402fa46d0cd3cba32c21,168,F,62.0,103000.0,2015,11,Thursday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,f50bda840fa044ce94d1f12b5a974580,336,M,25.0,73000.0,2015,8,Saturday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,20570cb0c03947699a75887bb6a65145,576,F,33.0,56000.0,2017,9,Friday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,20570cb0c03947699a75887bb6a65145,336,F,33.0,56000.0,2017,9,Friday,0,1,0,Not Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,716bbdabd4d0498da48299483c7046d2,168,F,39.0,35000.0,2017,8,Friday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,938d98afcb894aeb8db9c60fca96ec58,336,M,32.0,48000.0,2018,1,Wednesday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,e243c277c5ef41d0b9afbf1eb76cc606,504,M,67.0,35000.0,2018,2,Monday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,e243c277c5ef41d0b9afbf1eb76cc606,168,M,67.0,35000.0,2018,2,Monday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,51a96d6cabd644ae905dc762588b15f8,168,M,65.0,80000.0,2018,3,Friday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,de8ea15f5f0545b6b45df1a7ae2dca11,168,M,46.0,32000.0,2017,10,Monday,0,1,0,Not Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,de8ea15f5f0545b6b45df1a7ae2dca11,408,M,46.0,32000.0,2017,10,Monday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,f735073543274dc6aaedf104dd834fb9,408,F,20.0,59000.0,2017,12,Tuesday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,610d28575297498cba95d3dbb85f2478,168,F,47.0,59000.0,2015,10,Monday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,b463e46aa28748849542d6f24d775240,576,F,69.0,74000.0,2016,11,Tuesday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,b463e46aa28748849542d6f24d775240,168,F,69.0,74000.0,2016,11,Tuesday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,193fb0f3de9144b6b195d7164de6325a,168,M,56.0,57000.0,2014,4,Monday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,9231358f6bcb4e2cbc83658d4153f932,504,M,51.0,61000.0,2015,3,Monday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,9231358f6bcb4e2cbc83658d4153f932,576,M,51.0,61000.0,2015,3,Monday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,9231358f6bcb4e2cbc83658d4153f932,168,M,51.0,61000.0,2015,3,Monday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,15f68a59b74546f892bd9f277c9a42ae,408,M,54.0,33000.0,2015,12,Tuesday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,15f68a59b74546f892bd9f277c9a42ae,168,M,54.0,33000.0,2015,12,Tuesday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,15f68a59b74546f892bd9f277c9a42ae,336,M,54.0,33000.0,2015,12,Tuesday,0,1,0,Not Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,cd548ef6e88b4b78844ead60c8c628c5,408,F,64.0,86000.0,2016,3,Saturday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,cd548ef6e88b4b78844ead60c8c628c5,504,F,64.0,86000.0,2016,3,Saturday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,b5b272ac33774022bccf6dd9d28f0425,168,M,64.0,56000.0,2017,12,Thursday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,b5b272ac33774022bccf6dd9d28f0425,408,M,64.0,56000.0,2017,12,Thursday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,ce2a843de1684511a4276942c4ccead8,408,F,19.0,61000.0,2016,10,Monday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,88a5c73f15144c5fae93006b818adb79,168,M,34.0,39000.0,2018,4,Wednesday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,88a5c73f15144c5fae93006b818adb79,504,M,34.0,39000.0,2018,4,Wednesday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,34fd8ac2a1414a1eace74ed3245517fe,336,F,53.0,40000.0,2015,8,Friday,0,1,0,Not Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,1679b7af5a294c6d9ae961232318ad55,168,M,70.0,70000.0,2016,8,Friday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,1679b7af5a294c6d9ae961232318ad55,336,M,70.0,70000.0,2016,8,Friday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,a8ece2ce549141a3a8917b56a223e5c1,168,M,65.0,52000.0,2015,12,Saturday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,a8ece2ce549141a3a8917b56a223e5c1,336,M,65.0,52000.0,2015,12,Saturday,0,1,0,Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,30f768e59835437d86743fd5daad69e3,168,M,39.0,71000.0,2018,5,Thursday,0,1,0,Not Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,30f768e59835437d86743fd5daad69e3,576,M,39.0,71000.0,2018,5,Thursday,0,1,0,Not Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,de90515e9f174ddfb8b4c677448286ef,168,M,55.0,74000.0,2017,9,Monday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,de90515e9f174ddfb8b4c677448286ef,504,M,55.0,74000.0,2017,9,Monday,0,1,0,Not Completed
5,20,10,0b1e1539f2cc45b7b9fa7c272da2e1d7,1,1,0,0,0,1,0,2bd1b8cdd34f4e6d99c1d243cb7b1707,408,M,91.0,58000.0,2014,4,Friday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,f10398db53634a058af7e249b20c5364,336,F,54.0,73000.0,2017,12,Thursday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,f10398db53634a058af7e249b20c5364,504,F,54.0,73000.0,2017,12,Thursday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,78027d93ad9c4bb4bd3f314f13bdc493,504,M,48.0,83000.0,2017,5,Saturday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,da2cee9684f84f1aa336ddd723a5568a,576,M,64.0,36000.0,2017,12,Saturday,0,1,0,Completed
2,10,7,2906b810c7d4411798c6938adc9daaa5,1,1,1,0,0,1,0,da2cee9684f84f1aa336ddd723a5568a,168,M,64.0,36000.0,2017,12,Saturday,0,1,0,Not Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,501b5637836047bfba730b7cb27d3f70,504,F,64.0,76000.0,2017,12,Sunday,0,1,0,Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,501b5637836047bfba730b7cb27d3f70,336,F,64.0,76000.0,2017,12,Sunday,0,1,0,Completed
3,7,7,2298d6c36e964ae4a3e7e9706d1fb8c2,1,1,1,1,0,1,0,c32b39e1886d4ec2a895d9a531496f25,504,F,60.0,101000.0,2017,12,Friday,0,1,0,Not Completed
2,10,10,fafdcd668e3743c1bb461111dcafc2a4,1,1,1,1,0,1,0,1d755c218f714559a57ee7df7e6b1ca0,336,M,20.0,62000.0,2016,1,Sunday,0,1,0,Completed
